index,herocompare,item0,item1,item2,item3,item4,item5,skill,itemhero,item_WR0,item_name0,item_WR1,item_name1,item_WR2,item_name2,item_WR3,item_name3,item_WR4,item_name4,item_WR5,item_name5,skill_WR,herocompare_name,itemhero_name
28,63,180.0,108.0,254.0,36.0,116.0,232.0,Q,30,0.6651588382892738,Arcane Boots,0.9098131087598534,Aghanim's Scepter,0.9679208612187574,Glimmer Cape,0.11941863611808023,Magic Wand,0.6384221581239583,Black King Bar,0.703333773866616,Aether Lens,0.2598712739969864,Weaver,Witch Doctor
29,63,214.0,108.0,79.0,102.0,92.0,36.0,Q,31,0.8111470447241697,Tranquil Boots,0.04889344131850293,Aghanim's Scepter,0.6230575504232733,Mekansm,0.16787971866851747,Force Staff,0.9361342181929879,Urn of Shadows,0.3132849493400717,Magic Wand,0.7252341457345178,Weaver,Lich
30,63,63.0,154.0,174.0,196.0,143.0,36.0,W,32,0.84173217097352,Power Treads,0.8194765362035716,Sange and Yasha,0.4701256069672969,Diffusal Blade,0.3495900963393317,Diffusal Blade,0.551261006941368,Skull Basher,0.2390383400147743,Magic Wand,0.8995599943652706,Weaver,Riki
31,63,1.0,116.0,178.0,108.0,214.0,231.0,W,33,0.6772960379296599,Blink Dagger,0.1803839329066218,Black King Bar,0.26951556025383394,Soul Ring,0.32965850239121275,Aghanim's Scepter,0.5031887183878775,Tranquil Boots,0.028732589009767606,Guardian Greaves,0.2637234422512875,Weaver,Enigma
32,63,1.0,48.0,178.0,41.0,204.0,220.0,Q,34,0.987769483317046,Blink Dagger,0.9819062509572931,Boots of Travel,0.8611998158737036,Soul Ring,0.7467204151506857,Bottle,0.9649307413808477,Dagon,0.2760909347301891,Boots of Travel,0.3809373295061085,Weaver,Tinker
33,63,63.0,152.0,158.0,212.0,166.0,50.0,W,35,0.8618285252379735,Power Treads,0.4721508606514683,Shadow Blade,0.44149668753067617,Mjollnir,0.6427970650106994,Ring of Aquila,0.3094021927842876,Maelstrom,0.7190374657077107,Phase Boots,0.6448304990730893,Weaver,Sniper
34,63,108.0,79.0,63.0,36.0,231.0,180.0,W,36,0.11143684571690493,Aghanim's Scepter,0.7840899924062652,Mekansm,0.3831828175743017,Power Treads,0.5826403137378665,Magic Wand,0.14863102820616092,Guardian Greaves,0.955852300141967,Arcane Boots,0.8855731511361717,Weaver,Necrophos
35,63,108.0,180.0,110.0,36.0,65.0,79.0,Q,37,0.2735634470075645,Aghanim's Scepter,0.6961346768194235,Arcane Boots,0.6494936500944838,Refresher Orb,0.03134750899978078,Magic Wand,0.8740803719299142,Hand of Midas,0.40477746365728473,Mekansm,0.08499143141998078,Weaver,Warlock
36,63,194.0,1.0,63.0,81.0,48.0,36.0,W,38,0.7442290548463945,Necronomicon,0.5845503426498395,Blink Dagger,0.8379409948004775,Power Treads,0.8433236785155133,Vladmir's Offering,0.31788408839571347,Boots of Travel,0.010382037036389624,Magic Wand,0.5393025660013779,Weaver,Beastmaster
37,63,63.0,108.0,41.0,98.0,123.0,116.0,E,39,0.3432490814209923,Power Treads,0.6629644434266276,Aghanim's Scepter,0.26821961007723016,Bottle,0.06066957248250948,Orchid Malevolence,0.47684363461438384,Linken's Sphere,0.6105069627124236,Black King Bar,0.5123114190472955,Weaver,Queen of Pain
38,63,108.0,63.0,212.0,180.0,36.0,190.0,E,40,0.5920826912703414,Aghanim's Scepter,0.5999099376271256,Power Treads,0.6063195174804825,Ring of Aquila,0.45265096421067574,Arcane Boots,0.37543959387228887,Magic Wand,0.7287936853197764,Veil of Discord,0.5848519604827023,Weaver,Venomancer
39,63,63.0,172.0,1.0,81.0,141.0,108.0,Q,41,0.998002288176207,Power Treads,0.03889522283954239,Mask of Madness,0.879806535493386,Blink Dagger,0.07094977060566143,Vladmir's Offering,0.9351438564066561,Daedalus,0.6270376963717575,Aghanim's Scepter,0.24713217138211063,Weaver,Faceless Void
40,63,63.0,1.0,151.0,116.0,127.0,112.0,Q,42,0.45923951998218926,Power Treads,0.9529092706981502,Blink Dagger,0.8884682023099296,Armlet of Mordiggian,0.7053149929195794,Black King Bar,0.6420151552649475,Blade Mail,0.22771218123638437,Assault Cuirass,0.15673450209624817,Weaver,Wraith King
41,63,100.0,50.0,235.0,121.0,41.0,36.0,Q,43,0.8307802714456971,Eul's Scepter of Divinity,0.0665329971372538,Phase Boots,0.7926128592358387,Octarine Core,0.0765323510025735,Bloodstone,0.6966553400347473,Bottle,0.3311981872919273,Magic Wand,0.7107532002175325,Weaver,Death Prophet
42,63,145.0,116.0,164.0,63.0,143.0,50.0,Q,44,0.2692959047305038,Battle Fury,0.2699452689159816,Black King Bar,0.5056993098415287,Helm of the Dominator,0.69820380235021,Power Treads,0.5083385816548767,Skull Basher,0.20281742840622663,Phase Boots,0.6524306442877581,Weaver,Phantom Assassin
43,63,108.0,180.0,232.0,36.0,231.0,79.0,W,45,0.7161647497659148,Aghanim's Scepter,0.6137146154208317,Arcane Boots,0.3199371367441546,Aether Lens,0.9904295471981087,Magic Wand,0.6642281388978813,Guardian Greaves,0.45618695966746314,Mekansm,0.150572089413599,Weaver,Pugna
44,63,168.0,1.0,63.0,116.0,50.0,41.0,W,46,0.2797175872912445,Desolator,0.4614994514785178,Blink Dagger,0.91809517469241,Power Treads,0.8562599606936244,Black King Bar,0.10696088876327758,Phase Boots,0.5421786476396704,Bottle,0.18868512638428303,Weaver,Templar Assassin
45,63,63.0,212.0,79.0,108.0,152.0,116.0,W,47,0.8187757716060912,Power Treads,0.9448916834234113,Ring of Aquila,0.37693234436136547,Mekansm,0.8749091889498276,Aghanim's Scepter,0.7128679455860696,Shadow Blade,0.9237808971432894,Black King Bar,0.11028009328596744,Weaver,Viper
46,63,63.0,164.0,147.0,116.0,212.0,139.0,Q,48,0.013986383716026896,Power Treads,0.018071320986436823,Helm of the Dominator,0.47783431531137355,Manta Style,0.6230665748952096,Black King Bar,0.7952197908590037,Ring of Aquila,0.6646265284124876,Butterfly,0.33356367906837747,Weaver,Luna
47,63,63.0,116.0,164.0,112.0,1.0,154.0,E,49,0.915602653532045,Power Treads,0.295347898244276,Black King Bar,0.1730286449727363,Helm of the Dominator,0.4807528302726747,Assault Cuirass,0.3665714389140089,Blink Dagger,0.5996354140632688,Sange and Yasha,0.2580662473035703,Weaver,Dragon Knight
48,63,180.0,36.0,231.0,92.0,79.0,187.0,W,50,0.5988863456855926,Arcane Boots,0.9158744465484199,Magic Wand,0.4977861857690222,Guardian Greaves,0.1577717432284369,Urn of Shadows,0.6627150476308344,Mekansm,0.443156638610242,Medallion of Courage,0.6711394708991285,Weaver,Dazzle
49,63,127.0,108.0,50.0,36.0,41.0,102.0,W,51,0.1407433999353329,Blade Mail,0.6945636979444856,Aghanim's Scepter,0.9690265075602389,Phase Boots,0.9722137086207289,Magic Wand,0.7229754170201355,Bottle,0.59733168027296,Force Staff,0.5997973731047191,Weaver,Clockwerk
50,63,121.0,180.0,41.0,36.0,100.0,50.0,E,52,0.9685686911200071,Bloodstone,0.05989032463623112,Arcane Boots,0.3798237594067724,Bottle,0.9454989854918363,Magic Wand,0.9931433836916405,Eul's Scepter of Divinity,0.25515723448342464,Phase Boots,0.8227738586282283,Weaver,Leshrac
51,63,63.0,65.0,168.0,152.0,108.0,98.0,W,53,0.6505980213596733,Power Treads,0.5360549090626682,Hand of Midas,0.38729049557144346,Desolator,0.6796816527711101,Shadow Blade,0.4973097490994861,Aghanim's Scepter,0.43439599932274964,Orchid Malevolence,0.7994332006067838,Weaver,Natures Prophet
52,63,63.0,154.0,151.0,50.0,112.0,143.0,E,54,0.02359441272151075,Power Treads,0.9212862328193977,Sange and Yasha,0.913648000405579,Armlet of Mordiggian,0.6842828243813439,Phase Boots,0.007300146390639806,Assault Cuirass,0.4129348890854728,Skull Basher,0.5587206438030747,Weaver,Lifestealer
53,63,231.0,178.0,1.0,180.0,108.0,79.0,Q,55,0.5705987885978078,Guardian Greaves,0.7939421728615482,Soul Ring,0.3647070443053788,Blink Dagger,0.6736488484400344,Arcane Boots,0.9707851669355615,Aghanim's Scepter,0.6963234249101379,Mekansm,0.5983273943618912,Weaver,Dark Seer
54,63,63.0,98.0,212.0,168.0,135.0,141.0,Q,56,0.8978260263526113,Power Treads,0.7975784897570175,Orchid Malevolence,0.1721137433270935,Ring of Aquila,0.4484295974145782,Desolator,0.22325017674281178,Monkey King Bar,0.41361276665395064,Daedalus,0.016954080338872468,Weaver,Clinkz
55,63,180.0,178.0,108.0,231.0,36.0,79.0,W,57,0.8245707359095351,Arcane Boots,0.9956173199385253,Soul Ring,0.3747061952756361,Aghanim's Scepter,0.5140350998632512,Guardian Greaves,0.5293976222333424,Magic Wand,0.40016682179641694,Mekansm,0.12242543262183314,Weaver,Omniknight
56,63,108.0,63.0,236.0,65.0,92.0,50.0,W,58,0.2521020602210474,Aghanim's Scepter,0.24730706617050313,Power Treads,0.9675267101540742,Dragon Lance,0.11403860011196076,Hand of Midas,0.1632468614317688,Urn of Shadows,0.9927881419236604,Phase Boots,0.9837387899438632,Weaver,Enchantress
57,63,63.0,151.0,164.0,116.0,92.0,156.0,Q,59,0.41494623767836747,Power Treads,0.19075168604439008,Armlet of Mordiggian,0.7783093863286729,Helm of the Dominator,0.2749909825489275,Black King Bar,0.44775877724964186,Urn of Shadows,0.9273343120275245,Satanic,0.5294307870551825,Weaver,Huskar
58,63,50.0,92.0,108.0,116.0,143.0,63.0,Q,60,0.695087848809946,Phase Boots,0.7596716594605416,Urn of Shadows,0.12699268076880632,Aghanim's Scepter,0.9835800071060866,Black King Bar,0.20756638060452215,Skull Basher,0.30986289243387577,Power Treads,0.030879604996906673,Weaver,Night Stalker
59,63,81.0,178.0,63.0,98.0,116.0,48.0,W,61,0.07614155473701789,Vladmir's Offering,0.608570728697645,Soul Ring,0.29400930053661234,Power Treads,0.3865995636239067,Orchid Malevolence,0.9522664417377056,Black King Bar,0.2834139489541392,Boots of Travel,0.6664830830471178,Weaver,Broodmother
60,63,50.0,92.0,231.0,168.0,81.0,204.0,Q,62,0.5662514430544119,Phase Boots,0.9530947234742861,Urn of Shadows,0.12277176983504412,Guardian Greaves,0.7318361609436309,Desolator,0.21552321003152086,Vladmir's Offering,0.30859186742232936,Dagon,0.593467201989746,Weaver,Bounty Hunter
61,63,180.0,100.0,36.0,102.0,79.0,108.0,Q,64,0.8392019995413478,Arcane Boots,0.9996627507775436,Eul's Scepter of Divinity,0.7902747324608753,Magic Wand,0.5329764764011423,Force Staff,0.3088878855967552,Mekansm,0.7447729358817513,Aghanim's Scepter,0.7973564123155245,Weaver,Jakiro
62,63,1.0,102.0,214.0,36.0,48.0,116.0,Q,65,0.3157079384614203,Blink Dagger,0.6929173166305892,Force Staff,0.9216789233456243,Tranquil Boots,0.9818908386930083,Magic Wand,0.39908436335398245,Boots of Travel,0.6912683948032647,Black King Bar,0.4593197529386489,Weaver,Batrider
63,63,108.0,231.0,180.0,79.0,81.0,37.0,W,66,0.44194986488048116,Aghanim's Scepter,0.8860308818061207,Guardian Greaves,0.12222552240311668,Arcane Boots,0.8143483967516032,Mekansm,0.5847368251922453,Vladmir's Offering,0.4625737490084957,Ghost Scepter,0.7074738161737546,Weaver,Chen
64,63,137.0,50.0,147.0,125.0,114.0,174.0,E,67,0.7136157196953427,Radiance,0.5788622582596009,Phase Boots,0.12398006948910278,Manta Style,0.6670582055940315,Vanguard,0.7481133089224917,Heart of Tarrasque,0.05837829963244312,Diffusal Blade,0.17703593632659698,Weaver,Spectre
65,63,108.0,180.0,65.0,36.0,100.0,92.0,Q,68,0.009010835072359114,Aghanim's Scepter,0.882261590601868,Arcane Boots,0.3794026900133044,Hand of Midas,0.7900503140143759,Magic Wand,0.25459773621046755,Eul's Scepter of Divinity,0.7514175018586966,Urn of Shadows,0.2505685992911759,Weaver,Ancient Apparition
66,63,50.0,81.0,1.0,108.0,65.0,185.0,E,69,0.5668643212531191,Phase Boots,0.5472056919279148,Vladmir's Offering,0.19339770024360137,Blink Dagger,0.1785643080872379,Aghanim's Scepter,0.4259484570664809,Hand of Midas,0.7714621073484447,Drum of Endurance,0.2273975245471801,Weaver,Doom
67,63,50.0,1.0,81.0,116.0,143.0,208.0,E,70,0.21646054782891844,Phase Boots,0.8459537910349753,Blink Dagger,0.2904458343504511,Vladmir's Offering,0.07132657089806183,Black King Bar,0.5465030202251314,Skull Basher,0.23007132098157024,Abyssal Blade,0.5662184636432703,Weaver,Ursa
68,63,63.0,92.0,116.0,127.0,172.0,36.0,E,71,0.16997341254672804,Power Treads,0.42205535600712274,Urn of Shadows,0.44683368056011796,Black King Bar,0.3189516875861489,Blade Mail,0.3967652248688127,Mask of Madness,0.4991840507842604,Magic Wand,0.48317400638982555,Weaver,Spirit Breaker
69,63,50.0,116.0,164.0,154.0,212.0,135.0,Q,72,0.40194716345891635,Phase Boots,0.12299861307815063,Black King Bar,0.5636780569518265,Helm of the Dominator,0.4073121094636818,Sange and Yasha,0.4484369562840954,Ring of Aquila,0.20397969027465868,Monkey King Bar,0.7894631664818637,Weaver,Gyrocopter
70,63,137.0,48.0,147.0,235.0,112.0,116.0,W,73,0.2519720700300989,Radiance,0.3654559703917283,Boots of Travel,0.17742955973958863,Manta Style,0.4537567819308611,Octarine Core,0.8698592111786086,Assault Cuirass,0.24797984329858458,Black King Bar,0.05818973823226525,Weaver,Alchemist
71,63,108.0,50.0,100.0,65.0,48.0,1.0,W,74,0.04225297000434569,Aghanim's Scepter,0.030942102591384302,Phase Boots,0.10015704385083102,Eul's Scepter of Divinity,0.6585478565030737,Hand of Midas,0.9167823437311864,Boots of Travel,0.5191990523812888,Blink Dagger,0.6557450062116891,Weaver,Invoker
72,63,63.0,102.0,36.0,206.0,79.0,108.0,W,75,0.5468127624266516,Power Treads,0.222744628584726,Force Staff,0.5401071204366298,Magic Wand,0.7095040645371814,Rod of Atos,0.2337968924410242,Mekansm,0.08386984269423103,Aghanim's Scepter,0.2679780505247231,Weaver,Silencer
73,63,63.0,102.0,116.0,206.0,1.0,96.0,E,76,0.86459081021879,Power Treads,0.931226720741436,Force Staff,0.34329885570704566,Black King Bar,0.8147228644788,Rod of Atos,0.1412361989146187,Blink Dagger,0.7774497815195536,Scythe of Vyse,0.11082578785496155,Weaver,Outworld Devourer
74,63,81.0,63.0,116.0,194.0,143.0,48.0,Q,77,0.8071077951684992,Vladmir's Offering,0.6738464836232654,Power Treads,0.7892705498416399,Black King Bar,0.0939570146218851,Necronomicon,0.7900621312218293,Skull Basher,0.6004396904635951,Boots of Travel,0.2635649163298387,Weaver,Lycan
75,63,1.0,50.0,81.0,108.0,185.0,41.0,W,78,0.8121020854241051,Blink Dagger,0.8269052512053825,Phase Boots,0.7369856566113007,Vladmir's Offering,0.8718010757915025,Aghanim's Scepter,0.15420288890610623,Drum of Endurance,0.8308917623490909,Bottle,0.30211518626237377,Weaver,Brewmaster
76,63,180.0,102.0,36.0,108.0,232.0,100.0,W,79,0.23350016285545416,Arcane Boots,0.09061494853017027,Force Staff,0.06598114031583757,Magic Wand,0.9402532487475893,Aghanim's Scepter,0.34670892293956324,Aether Lens,0.5160474728991534,Eul's Scepter of Divinity,0.3369940892633335,Weaver,Shadow Demon
77,63,214.0,81.0,108.0,65.0,48.0,63.0,Q,80,0.03909969230387966,Tranquil Boots,0.34922519330213153,Vladmir's Offering,0.856547230755003,Aghanim's Scepter,0.805315567247048,Hand of Midas,0.40917575235955317,Boots of Travel,0.12156070751670023,Power Treads,0.9757994677601015,Weaver,Lone Druid
78,63,63.0,151.0,147.0,185.0,154.0,164.0,E,81,0.4142100858902178,Power Treads,0.7915096101015664,Armlet of Mordiggian,0.3866151703749855,Manta Style,0.7023638515378785,Drum of Endurance,0.877239614887269,Sange and Yasha,0.33692928038115855,Helm of the Dominator,0.849227663072579,Weaver,Chaos Knight
79,63,108.0,1.0,63.0,81.0,48.0,79.0,E,82,0.9809238510045095,Aghanim's Scepter,0.17525476990575306,Blink Dagger,0.7971083458744326,Power Treads,0.191207860176291,Vladmir's Offering,0.16631972189302635,Boots of Travel,0.3007992690709004,Mekansm,0.23950512462859597,Weaver,Meepo
80,63,180.0,108.0,1.0,36.0,231.0,185.0,Q,83,0.6624219638763454,Arcane Boots,0.41851446273887105,Aghanim's Scepter,0.11411486479373023,Blink Dagger,0.63228537931659,Magic Wand,0.2950718202516859,Guardian Greaves,0.5682521356954502,Drum of Endurance,0.24476520535356716,Weaver,Treant Protector
81,63,180.0,108.0,36.0,102.0,232.0,178.0,W,84,0.042434740710976415,Arcane Boots,0.6939149590368398,Aghanim's Scepter,0.5500386427414197,Magic Wand,0.013999506911784865,Force Staff,0.6623445135410663,Aether Lens,0.8603519375702319,Soul Ring,0.07626396326392182,Weaver,Ogre Magi
82,63,180.0,127.0,36.0,242.0,231.0,108.0,Q,85,0.6424432908253449,Arcane Boots,0.2171197288824226,Blade Mail,0.4104297033187474,Magic Wand,0.6624741624653241,Crimson Guard,0.5660297582112815,Guardian Greaves,0.3627113880337275,Aghanim's Scepter,0.48129806231818006,Weaver,Undying
83,63,180.0,1.0,36.0,102.0,108.0,232.0,W,86,0.04674395335135906,Arcane Boots,0.16373547693712265,Blink Dagger,0.12570978742577277,Magic Wand,0.15836718664116867,Force Staff,0.6396786708656163,Aghanim's Scepter,0.42244136610918526,Aether Lens,0.37930882931391063,Weaver,Rubick
84,63,180.0,36.0,108.0,102.0,79.0,231.0,W,87,0.9890107013001015,Arcane Boots,0.22549697858448237,Magic Wand,0.6605717490496141,Aghanim's Scepter,0.07567343164967955,Force Staff,0.6017575526987022,Mekansm,0.9240254863560899,Guardian Greaves,0.37337131733021,Weaver,Disruptor
85,63,180.0,204.0,1.0,108.0,36.0,92.0,W,88,0.7997352123065944,Arcane Boots,0.9694164642304298,Dagon,0.21338910651816811,Blink Dagger,0.7825903932354807,Aghanim's Scepter,0.37781356784470066,Magic Wand,0.39576172498786666,Urn of Shadows,0.14287488425008776,Weaver,Nyx
86,63,137.0,63.0,48.0,147.0,212.0,174.0,E,89,0.9661010834822741,Radiance,0.6473705926097874,Power Treads,0.8504705055072319,Boots of Travel,0.2916870039631022,Manta Style,0.0029576197008231997,Ring of Aquila,0.4238545395420671,Diffusal Blade,0.14051691913793773,Weaver,Naga Siren
87,63,214.0,108.0,79.0,36.0,102.0,48.0,W,90,0.5981625259917461,Tranquil Boots,0.8656638947240465,Aghanim's Scepter,0.9238838934763612,Mekansm,0.9935260059246507,Magic Wand,0.33164478934733066,Force Staff,0.43273528637197534,Boots of Travel,0.02938083750023368,Weaver,Keeper of the Light
88,63,92.0,41.0,79.0,180.0,36.0,231.0,W,91,0.8626362589175026,Urn of Shadows,0.6265683908553212,Bottle,0.417900719959704,Mekansm,0.4600055390182832,Arcane Boots,0.5319791335614161,Magic Wand,0.0780706571265466,Guardian Greaves,0.4382045157332912,Weaver,Io
89,63,108.0,63.0,36.0,79.0,229.0,187.0,E,92,0.3420482267820839,Aghanim's Scepter,0.5360547377996374,Power Treads,0.30225512302319624,Magic Wand,0.02581149743449318,Mekansm,0.8818612488767564,Solar Crest,0.9123908432918746,Medallion of Courage,0.8920309642984842,Weaver,Visage
90,63,63.0,152.0,160.0,249.0,143.0,116.0,E,93,0.021289105054691837,Power Treads,0.8799684506378556,Shadow Blade,0.2686906779683407,Eye of Skadi,0.24163660257652864,Silver Edge,0.7339544179056108,Skull Basher,0.8160079708451013,Black King Bar,0.6484460667251805,Weaver,Slark
91,63,50.0,123.0,160.0,147.0,212.0,158.0,Q,94,0.5877973551750156,Phase Boots,0.8809379623001892,Linken's Sphere,0.9703482768934211,Eye of Skadi,0.4988208835081721,Manta Style,0.33207360674539943,Ring of Aquila,0.42804390524410896,Mjollnir,0.18650320850744795,Weaver,Medusa
92,63,50.0,164.0,116.0,154.0,152.0,135.0,W,95,0.5415244709663438,Phase Boots,0.6114632473044562,Helm of the Dominator,0.1843344443530106,Black King Bar,0.8074889046539933,Sange and Yasha,0.611706020187235,Shadow Blade,0.6433267703097292,Monkey King Bar,0.9553833775954668,Weaver,Troll Warlord
93,63,1.0,214.0,127.0,114.0,36.0,90.0,Q,96,0.4494268715612183,Blink Dagger,0.5717448107297461,Tranquil Boots,0.9779136921236183,Blade Mail,0.7140293289007189,Heart of Tarrasque,0.3316856034395972,Magic Wand,0.1660439547500948,Pipe of Insight,0.37316570796416515,Weaver,Centaur Warrunner
94,63,1.0,180.0,102.0,41.0,63.0,36.0,W,97,0.3602773991589251,Blink Dagger,0.053341635888818684,Arcane Boots,0.9065257241715892,Force Staff,0.4427891022500813,Bottle,0.7862203984738965,Power Treads,0.6842327299461178,Magic Wand,0.805788004350133,Weaver,Magnus
95,63,121.0,180.0,36.0,127.0,48.0,108.0,E,98,0.9837683122811753,Bloodstone,0.4050441077575223,Arcane Boots,0.45561257936786614,Magic Wand,0.5112599672365467,Blade Mail,0.11883195595842533,Boots of Travel,0.9524848417334006,Aghanim's Scepter,0.024766376629912434,Weaver,Timbersaw
96,63,63.0,127.0,242.0,125.0,36.0,114.0,Q,99,0.15347785294116045,Power Treads,0.31749556531190615,Blade Mail,0.8911590854226763,Crimson Guard,0.20935680054039918,Vanguard,0.8086525579831472,Magic Wand,0.10455604090714554,Heart of Tarrasque,0.6743840242074297,Weaver,Bristleback
97,63,50.0,168.0,152.0,36.0,41.0,249.0,Q,100,0.5064133738554081,Phase Boots,0.7499938138788804,Desolator,0.8783590435698131,Shadow Blade,0.848786827855204,Magic Wand,0.42548637783281973,Bottle,0.8630317955119541,Silver Edge,0.9170897825737714,Weaver,Tusk
98,63,180.0,36.0,206.0,102.0,100.0,232.0,E,101,0.4243175568084935,Arcane Boots,0.2675046345318153,Magic Wand,0.4891888231990559,Rod of Atos,0.014664244766309897,Force Staff,0.34730436002759957,Eul's Scepter of Divinity,0.6024497170767465,Aether Lens,0.7976516111505869,Weaver,Skywrath Mage
99,63,81.0,50.0,214.0,36.0,154.0,79.0,E,102,0.7283364367580252,Vladmir's Offering,0.8582026838464059,Phase Boots,0.13464500933178047,Tranquil Boots,0.07530003817712261,Magic Wand,0.2729653089799,Sange and Yasha,0.7721045930711821,Mekansm,0.07989621593731366,Weaver,Abaddon
100,63,63.0,180.0,36.0,185.0,127.0,108.0,E,103,0.9968934092773837,Power Treads,0.06277599829552238,Arcane Boots,0.12704774035924282,Magic Wand,0.7360461284745674,Drum of Endurance,0.41106733121690353,Blade Mail,0.6949091936320483,Aghanim's Scepter,0.3197626339561781,Weaver,Elder Titan
101,63,1.0,63.0,127.0,168.0,116.0,112.0,E,104,0.14089774643069475,Blink Dagger,0.9743618794124554,Power Treads,0.6387527471046306,Blade Mail,0.515898937727537,Desolator,0.1030871755854994,Black King Bar,0.4292482390210446,Assault Cuirass,0.8506216443163057,Weaver,Legion Commander
102,63,108.0,178.0,180.0,100.0,214.0,102.0,Q,105,0.11856470817532949,Aghanim's Scepter,0.15128182221878572,Soul Ring,0.9718572338214627,Arcane Boots,0.5627214973824588,Eul's Scepter of Divinity,0.12020736542737265,Tranquil Boots,0.16880026116866775,Force Staff,0.6311752271992243,Weaver,Techies
103,63,145.0,48.0,141.0,41.0,149.0,50.0,W,106,0.9622989234813104,Battle Fury,0.5469825020740992,Boots of Travel,0.6789505755335381,Daedalus,0.2534929512913592,Bottle,0.35251169170484165,Crystalys,0.9396100388693781,Phase Boots,0.6249080683053638,Weaver,Ember Spirit
104,63,92.0,180.0,36.0,190.0,102.0,108.0,E,107,0.2384136537631928,Urn of Shadows,0.05864092680350075,Arcane Boots,0.10698827168029024,Magic Wand,0.5151790221547716,Veil of Discord,0.8533744174828449,Force Staff,0.053623161304192424,Aghanim's Scepter,0.11376961918381567,Weaver,Earth Spirit
105,63,63.0,147.0,154.0,160.0,212.0,164.0,E,109,0.3232297189950807,Power Treads,0.9498778202685737,Manta Style,0.19175372460798257,Sange and Yasha,0.6061275305271351,Eye of Skadi,0.6176991886268219,Ring of Aquila,0.12974234033000864,Helm of the Dominator,0.7675043925491783,Weaver,Terrorblade
106,63,214.0,92.0,119.0,79.0,36.0,65.0,W,110,0.9630827397520386,Tranquil Boots,0.4823912009912058,Urn of Shadows,0.4204305825326967,Shiva's Guard,0.1829517230665565,Mekansm,0.6158405538357499,Magic Wand,0.43482117155038336,Hand of Midas,0.23909278847042859,Weaver,Phoenix
107,63,180.0,36.0,231.0,232.0,79.0,214.0,W,111,0.2065013109475613,Arcane Boots,0.7455440893151598,Magic Wand,0.20611628097902024,Guardian Greaves,0.3909824398774143,Aether Lens,0.4463937901274305,Mekansm,0.6655574936373455,Tranquil Boots,0.303811368459712,Weaver,Oracle
108,63,180.0,102.0,36.0,254.0,92.0,1.0,Q,112,0.4602763483128317,Arcane Boots,0.2903935871661343,Force Staff,0.3523451879791367,Magic Wand,0.7854105189111303,Glimmer Cape,0.012695965182730862,Urn of Shadows,0.24173291281739162,Blink Dagger,0.017450059021870135,Weaver,Winter Wyvern
109,63,65.0,48.0,194.0,147.0,41.0,158.0,Q,113,0.8956953247579601,Hand of Midas,0.749872468643751,Boots of Travel,0.8818449921134963,Necronomicon,0.22577269969345437,Manta Style,0.8073582147225212,Bottle,0.6252198073613945,Mjollnir,0.9225216660371142,Weaver,Arc Warden
0,64,145.0,147.0,63.0,81.0,208.0,114.0,E,1,0.9262294391144115,Battle Fury,0.2314131236450021,Manta Style,0.8334895278629727,Power Treads,0.6431231054039495,Vladmir's Offering,0.06652701685219808,Abyssal Blade,0.8889588861170766,Heart of Tarrasque,0.5689997393117587,Jakiro,Anti-Mage
1,64,1.0,127.0,214.0,242.0,125.0,114.0,Q,2,0.6771565429335493,Blink Dagger,0.17073560823419454,Blade Mail,0.8018979677051602,Tranquil Boots,0.9623199266329746,Crimson Guard,0.9997040029210591,Vanguard,0.5399977462784111,Heart of Tarrasque,0.14491838790937828,Jakiro,Axe
2,64,180.0,108.0,232.0,1.0,178.0,254.0,E,3,0.7539589172483846,Arcane Boots,0.9466393821543783,Aghanim's Scepter,0.03813397059881485,Aether Lens,0.15342206666935954,Blink Dagger,0.09617340820880027,Soul Ring,0.6093025954321583,Glimmer Cape,0.343555772635747,Jakiro,Bane
3,64,63.0,154.0,127.0,116.0,152.0,50.0,Q,4,0.8483650033735071,Power Treads,0.551553256358807,Sange and Yasha,0.9547667428019848,Blade Mail,0.0867264291130998,Black King Bar,0.6514499298762627,Shadow Blade,0.7840829934545935,Phase Boots,0.23327876534360925,Jakiro,Bloodseeker
4,64,214.0,1.0,254.0,108.0,36.0,116.0,W,5,0.9650814172631508,Tranquil Boots,0.3571419369992356,Blink Dagger,0.6854735220925312,Glimmer Cape,0.2747629307332967,Aghanim's Scepter,0.28277439335009036,Magic Wand,0.48783766983701826,Black King Bar,0.29251324342192286,Jakiro,Crystal Maiden
5,64,63.0,152.0,164.0,212.0,147.0,141.0,Q,6,0.7948989421098442,Power Treads,0.9096269062435094,Shadow Blade,0.5424781643209918,Helm of the Dominator,0.07466864865628664,Ring of Aquila,0.15649645570323634,Manta Style,0.3694494357874769,Daedalus,0.023237381762581055,Jakiro,Drow Ranger
6,64,1.0,180.0,108.0,36.0,102.0,178.0,Q,7,0.48113353703081707,Blink Dagger,0.09057903206807094,Arcane Boots,0.6361528327696109,Aghanim's Scepter,0.3614640886136178,Magic Wand,0.5147615026551348,Force Staff,0.28932761723880496,Soul Ring,0.871092012611543,Jakiro,Earthshaker
7,64,50.0,145.0,154.0,147.0,108.0,1.0,W,8,0.9976304026450764,Phase Boots,0.2779326269483442,Battle Fury,0.41149571390689543,Sange and Yasha,0.10518700845032669,Manta Style,0.2752318785347043,Aghanim's Scepter,0.77483787282671,Blink Dagger,0.920533577139052,Jakiro,Juggernaut
